Unnamed: 0,name,domain,year founded,industry,size range,locality,country,linkedin url,current employee estimate,total employee estimate
258,Initech Corp 258,initechcorp258.com,1960,Food & Beverage,1001-5000,"Los Angeles, State, UK",UK,https://linkedin.com/company/initechcorp258,5844,6332
259,Initech Corp 259,initechcorp259.com,1994,Pharma,501-1000,"New York, State, UK",UK,https://linkedin.com/company/initechcorp259,820,833
260,Oscorp Corp 260,oscorpcorp260.com,2000,Software,1001-5000,"Gotham, NY, UK",UK,https://linkedin.com/company/oscorpcorp260,3812,4299
261,Globex Corp 261,globexcorp261.com,1998,Finance,1001-5000,"Palo Alto, England, USA",USA,https://linkedin.com/company/globexcorp261,3515,3618
262,Wonka Corp 262,wonkacorp262.com,2019,Pharma,5001-10000,"Los Angeles, CA, USA",USA,https://linkedin.com/company/wonkacorp262,6799,7129
263,Umbrella Corp 263,umbrellacorp263.com,1982,Finance,51-200,"New York, England, USA",USA,https://linkedin.com/company/umbrellacorp263,6893,7167
264,Globex Corp 264,globexcorp264.com,2005,Software,1001-5000,"San Francisco, CA, USA",USA,https://linkedin.com/company/globexcorp264,1952,2202
265,Wonka Corp 265,wonkacorp265.com,1985,Chemicals,11-50,"Palo Alto, State, USA",USA,https://linkedin.com/company/wonkacorp265,6185,6649
266,Wonka Corp 266,wonkacorp266.com,1989,Industrial,1001-5000,"London, CA, UK",UK,https://linkedin.com/company/wonkacorp266,1503,1660
267,Wonka Corp 267,wonkacorp267.com,2007,Finance,5001-10000,"Palo Alto, State, USA",USA,https://linkedin.com/company/wonkacorp267,3915,3969
268,Wayne Corp 268,waynecorp268.com,1961,Biotech,1001-5000,"Raccoon City, CA, UK",UK,https://linkedin.com/company/waynecorp268,6877,7182
269,Wonka Corp 269,wonkacorp269.com,2005,Technology,5001-10000,"San Francisco, State, UK",UK,https://linkedin.com/company/wonkacorp269,9357,9655
270,Acme Corp 270,acmecorp270.com,1971,Chemicals,51-200,"Raccoon City, England, UK",UK,https://linkedin.com/company/acmecorp270,7444,7522
271,Globex Corp 271,globexcorp271.com,1977,Engineering,5001-10000,"Los Angeles, England, UK",UK,https://linkedin.com/company/globexcorp271,4192,4314
272,Wayne Corp 272,waynecorp272.com,2016,Tech,201-500,"New York, NY, USA",USA,https://linkedin.com/company/waynecorp272,1840,2269
273,Umbrella Corp 273,umbrellacorp273.com,1970,Engineering,201-500,"Raccoon City, State, USA",USA,https://linkedin.com/company/umbrellacorp273,2235,2312
274,Tyrell Corp 274,tyrellcorp274.com,2018,Industrial,201-500,"Gotham, CA, UK",UK,https://linkedin.com/company/tyrellcorp274,8035,8062
275,Tyrell Corp 275,tyrellcorp275.com,1999,Tech,5001-10000,"San Francisco, NY, USA",USA,https://linkedin.com/company/tyrellcorp275,5336,5553
276,Umbrella Corp 276,umbrellacorp276.com,2009,Tech,201-500,"San Francisco, State, UK",UK,https://linkedin.com/company/umbrellacorp276,3272,3500
277,Wonka Corp 277,wonkacorp277.com,1977,Technology,51-200,"Gotham, England, UK",UK,https://linkedin.com/company/wonkacorp277,9631,9640
278,Stark Corp 278,starkcorp278.com,2006,Pharma,5001-10000,"London, CA, UK",UK,https://linkedin.com/company/starkcorp278,9448,9922
279,Tyrell Corp 279,tyrellcorp279.com,2001,Industrial,11-50,"San Francisco, England, UK",UK,https://linkedin.com/company/tyrellcorp279,2859,3351
280,Wonka Corp 280,wonkacorp280.com,2018,Food & Beverage,11-50,"Gotham, CA, UK",UK,https://linkedin.com/company/wonkacorp280,8274,8710
281,Tyrell Corp 281,tyrellcorp281.com,1986,Pharma,51-200,"London, CA, UK",UK,https://linkedin.com/company/tyrellcorp281,6562,6743
282,Oscorp Corp 282,oscorpcorp282.com,2000,Software,201-500,"London, CA, UK",UK,https://linkedin.com/company/oscorpcorp282,9448,9910
283,Umbrella Corp 283,umbrellacorp283.com,2000,Industrial,51-200,"Palo Alto, NY, USA",USA,https://linkedin.com/company/umbrellacorp283,2028,2229
284,Globex Corp 284,globexcorp284.com,2019,Finance,11-50,"Palo Alto, NY, USA",USA,https://linkedin.com/company/globexcorp284,8830,9028
285,Umbrella Corp 285,umbrellacorp285.com,2020,Software,11-50,"London, CA, UK",UK,https://linkedin.com/company/umbrellacorp285,3399,3419
286,Stark Corp 286,starkcorp286.com,1995,Tech,11-50,"San Francisco, England, UK",UK,https://linkedin.com/company/starkcorp286,5328,5529
287,Stark Corp 287,starkcorp287.com,1991,Software,51-200,"Los Angeles, England, UK",UK,https://linkedin.com/company/starkcorp287,3367,3789
288,Stark Corp 288,starkcorp288.com,2003,Technology,11-50,"London, NY, UK",UK,https://linkedin.com/company/starkcorp288,3406,3658
289,Wonka Corp 289,wonkacorp289.com,2005,Industrial,51-200,"Palo Alto, CA, USA",USA,https://linkedin.com/company/wonkacorp289,5242,5677
290,Initech Corp 290,initechcorp290.com,2017,Tech,11-50,"Gotham, England, USA",USA,https://linkedin.com/company/initechcorp290,164,638
291,Wonka Corp 291,wonkacorp291.com,2021,Industrial,11-50,"London, England, USA",USA,https://linkedin.com/company/wonkacorp291,4984,5096
292,Oscorp Corp 292,oscorpcorp292.com,2000,Software,5001-10000,"San Francisco, NY, USA",USA,https://linkedin.com/company/oscorpcorp292,3141,3390
293,Initech Corp 293,initechcorp293.com,1977,Biotech,201-500,"Palo Alto, State, UK",UK,https://linkedin.com/company/initechcorp293,9359,9396
294,Globex Corp 294,globexcorp294.com,1988,Industrial,5001-10000,"Palo Alto, England, UK",UK,https://linkedin.com/company/globexcorp294,2610,2633
295,Wayne Corp 295,waynecorp295.com,2019,Technology,51-200,"Gotham, NY, USA",USA,https://linkedin.com/company/waynecorp295,6340,6705
296,Acme Corp 296,acmecorp296.com,1999,Biotech,51-200,"Palo Alto, England, USA",USA,https://linkedin.com/company/acmecorp296,752,882
297,Umbrella Corp 297,umbrellacorp297.com,1972,Finance,51-200,"San Francisco, England, UK",UK,https://linkedin.com/company/umbrellacorp297,8852,9199
298,Globex Corp 298,globexcorp298.com,1968,Pharma,5001-10000,"Los Angeles, NY, UK",UK,https://linkedin.com/company/globexcorp298,514,633
299,Initech Corp 299,initechcorp299.com,1992,Engineering,501-1000,"Raccoon City, NY, USA",USA,https://linkedin.com/company/initechcorp299,5007,5054
300,Umbrella Corp 300,umbrellacorp300.com,1978,Pharma,1001-5000,"San Francisco, State, UK",UK,https://linkedin.com/company/umbrellacorp300,5346,5583
301,Umbrella Corp 301,umbrellacorp301.com,1998,Chemicals,11-50,"New York, CA, UK",UK,https://linkedin.com/company/umbrellacorp301,9380,9620
302,Oscorp Corp 302,oscorpcorp302.com,1986,Tech,501-1000,"San Francisco, CA, UK",UK,https://linkedin.com/company/oscorpcorp302,1068,1139
303,Umbrella Corp 303,umbrellacorp303.com,1982,Engineering,51-200,"Los Angeles, NY, UK",UK,https://linkedin.com/company/umbrellacorp303,744,1129
304,Stark Corp 304,starkcorp304.com,2013,Food & Beverage,501-1000,"Gotham, State, UK",UK,https://linkedin.com/company/starkcorp304,5276,5534
305,Wonka Corp 305,wonkacorp305.com,1972,Software,201-500,"Raccoon City, England, USA",USA,https://linkedin.com/company/wonkacorp305,5534,5978
306,Initech Corp 306,initechcorp306.com,1976,Food & Beverage,11-50,"San Francisco, CA, USA",USA,https://linkedin.com/company/initechcorp306,735,1201
307,Acme Corp 307,acmecorp307.com,1964,Chemicals,1001-5000,"Raccoon City, CA, UK",UK,https://linkedin.com/company/acmecorp307,6634,6705
308,Hooli Corp 308,hoolicorp308.com,1971,Software,201-500,"San Francisco, CA, USA",USA,https://linkedin.com/company/hoolicorp308,8048,8339
309,Wayne Corp 309,waynecorp309.com,1978,Industrial,201-500,"Palo Alto, CA, UK",UK,https://linkedin.com/company/waynecorp309,7075,7364
310,Wonka Corp 310,wonkacorp310.com,1967,Software,11-50,"Los Angeles, NY, UK",UK,https://linkedin.com/company/wonkacorp310,6761,6873
311,Acme Corp 311,acmecorp311.com,1984,Tech,501-1000,"New York, CA, UK",UK,https://linkedin.com/company/acmecorp311,7768,7975
312,Umbrella Corp 312,umbrellacorp312.com,2017,Industrial,5001-10000,"Gotham, NY, USA",USA,https://linkedin.com/company/umbrellacorp312,4653,4739
313,Wayne Corp 313,waynecorp313.com,1965,Pharma,11-50,"Los Angeles, State, UK",UK,https://linkedin.com/company/waynecorp313,4096,4219
314,Globex Corp 314,globexcorp314.com,1990,Industrial,5001-10000,"New York, CA, UK",UK,https://linkedin.com/company/globexcorp314,5470,5644
315,Tyrell Corp 315,tyrellcorp315.com,2005,Technology,51-200,"Palo Alto, CA, UK",UK,https://linkedin.com/company/tyrellcorp315,52,136
316,Umbrella Corp 316,umbrellacorp316.com,1967,Chemicals,501-1000,"Los Angeles, CA, UK",UK,https://linkedin.com/company/umbrellacorp316,8997,9014
317,Wayne Corp 317,waynecorp317.com,2019,Technology,5001-10000,"London, NY, USA",USA,https://linkedin.com/company/waynecorp317,4939,5418
318,Oscorp Corp 318,oscorpcorp318.com,1964,Industrial,11-50,"New York, State, USA",USA,https://linkedin.com/company/oscorpcorp318,1305,1580
319,Oscorp Corp 319,oscorpcorp319.com,1988,Chemicals,201-500,"San Francisco, State, UK",UK,https://linkedin.com/company/oscorpcorp319,8586,8937
320,Globex Corp 320,globexcorp320.com,1971,Tech,51-200,"Los Angeles, CA, USA",USA,https://linkedin.com/company/globexcorp320,642,744
321,Initech Corp 321,initechcorp321.com,1985,Tech,501-1000,"Gotham, State, USA",USA,https://linkedin.com/company/initechcorp321,5755,5962
322,Hooli Corp 322,hoolicorp322.com,1971,Industrial,201-500,"Gotham, NY, UK",UK,https://linkedin.com/company/hoolicorp322,7387,7543
323,Hooli Corp 323,hoolicorp323.com,2000,Pharma,51-200,"Raccoon City, NY, USA",USA,https://linkedin.com/company/hoolicorp323,5364,5541
324,Initech Corp 324,initechcorp324.com,1984,Finance,11-50,"Palo Alto, NY, USA",USA,https://linkedin.com/company/initechcorp324,2009,2333
325,Wayne Corp 325,waynecorp325.com,2015,Finance,51-200,"Gotham, State, USA",USA,https://linkedin.com/company/waynecorp325,6985,7299
326,Wayne Corp 326,waynecorp326.com,2002,Food & Beverage,11-50,"Los Angeles, England, USA",USA,https://linkedin.com/company/waynecorp326,1897,2274
327,Stark Corp 327,starkcorp327.com,1997,Technology,501-1000,"Gotham, NY, UK",UK,https://linkedin.com/company/starkcorp327,5743,5786
328,Stark Corp 328,starkcorp328.com,1990,Tech,201-500,"Palo Alto, NY, UK",UK,https://linkedin.com/company/starkcorp328,3402,3797
329,Acme Corp 329,acmecorp329.com,2005,Technology,201-500,"San Francisco, State, USA",USA,https://linkedin.com/company/acmecorp329,5522,5748
330,Wayne Corp 330,waynecorp330.com,1992,Industrial,201-500,"San Francisco, NY, UK",UK,https://linkedin.com/company/waynecorp330,5555,5580
331,Acme Corp 331,acmecorp331.com,1969,Software,11-50,"Gotham, CA, USA",USA,https://linkedin.com/company/acmecorp331,6406,6797
332,Wonka Corp 332,wonkacorp332.com,1990,Engineering,1001-5000,"Raccoon City, CA, USA",USA,https://linkedin.com/company/wonkacorp332,8614,8927
333,Stark Corp 333,starkcorp333.com,1990,Food & Beverage,11-50,"Palo Alto, State, USA",USA,https://linkedin.com/company/starkcorp333,7473,7820
334,Wayne Corp 334,waynecorp334.com,1963,Finance,501-1000,"Raccoon City, NY, UK",UK,https://linkedin.com/company/waynecorp334,1092,1371
335,Umbrella Corp 335,umbrellacorp335.com,1982,Software,51-200,"Gotham, NY, USA",USA,https://linkedin.com/company/umbrellacorp335,9815,10074
336,Globex Corp 336,globexcorp336.com,1999,Pharma,1001-5000,"Gotham, State, USA",USA,https://linkedin.com/company/globexcorp336,2184,2397
337,Oscorp Corp 337,oscorpcorp337.com,1988,Tech,1001-5000,"London, CA, USA",USA,https://linkedin.com/company/oscorpcorp337,6810,7187
338,Hooli Corp 338,hoolicorp338.com,2001,Tech,11-50,"New York, State, UK",UK,https://linkedin.com/company/hoolicorp338,2184,2412
339,Acme Corp 339,acmecorp339.com,2008,Industrial,5001-10000,"Palo Alto, NY, UK",UK,https://linkedin.com/company/acmecorp339,6222,6389
340,Globex Corp 340,globexcorp340.com,1965,Chemicals,11-50,"San Francisco, State, USA",USA,https://linkedin.com/company/globexcorp340,9223,9372
341,Wayne Corp 341,waynecorp341.com,1993,Technology,201-500,"London, CA, UK",UK,https://linkedin.com/company/waynecorp341,3685,3907
342,Wonka Corp 342,wonkacorp342.com,1978,Technology,5001-10000,"San Francisco, CA, USA",USA,https://linkedin.com/company/wonkacorp342,9535,9801
343,Hooli Corp 343,hoolicorp343.com,1968,Software,201-500,"San Francisco, CA, UK",UK,https://linkedin.com/company/hoolicorp343,3388,3461
344,Tyrell Corp 344,tyrellcorp344.com,2004,Software,5001-10000,"San Francisco, State, USA",USA,https://linkedin.com/company/tyrellcorp344,3994,4402
345,Initech Corp 345,initechcorp345.com,2011,Software,5001-10000,"Raccoon City, State, UK",UK,https://linkedin.com/company/initechcorp345,9641,9915
346,Oscorp Corp 346,oscorpcorp346.com,2012,Industrial,5001-10000,"Raccoon City, England, UK",UK,https://linkedin.com/company/oscorpcorp346,6062,6536
347,Wayne Corp 347,waynecorp347.com,1996,Finance,201-500,"Gotham, NY, USA",USA,https://linkedin.com/company/waynecorp347,5184,5464
348,Tyrell Corp 348,tyrellcorp348.com,2007,Engineering,1001-5000,"Los Angeles, NY, USA",USA,https://linkedin.com/company/tyrellcorp348,2556,2934
349,Wayne Corp 349,waynecorp349.com,1982,Industrial,51-200,"Palo Alto, England, UK",UK,https://linkedin.com/company/waynecorp349,6014,6340
350,Hooli Corp 350,hoolicorp350.com,2001,Biotech,11-50,"Gotham, State, UK",UK,https://linkedin.com/company/hoolicorp350,2169,2640
351,Umbrella Corp 351,umbrellacorp351.com,2005,Pharma,1001-5000,"Raccoon City, England, USA",USA,https://linkedin.com/company/umbrellacorp351,2703,2801
352,Globex Corp 352,globexcorp352.com,2022,Biotech,201-500,"Los Angeles, State, UK",UK,https://linkedin.com/company/globexcorp352,9552,9679
353,Oscorp Corp 353,oscorpcorp353.com,2019,Chemicals,51-200,"Gotham, NY, UK",UK,https://linkedin.com/company/oscorpcorp353,8706,8776
354,Tyrell Corp 354,tyrellcorp354.com,1960,Software,501-1000,"Gotham, State, UK",UK,https://linkedin.com/company/tyrellcorp354,1137,1237
355,Wayne Corp 355,waynecorp355.com,2007,Pharma,501-1000,"Los Angeles, State, USA",USA,https://linkedin.com/company/waynecorp355,9863,10246
356,Hooli Corp 356,hoolicorp356.com,1972,Industrial,11-50,"London, England, USA",USA,https://linkedin.com/company/hoolicorp356,5337,5452
357,Acme Corp 357,acmecorp357.com,1983,Technology,1001-5000,"New York, State, USA",USA,https://linkedin.com/company/acmecorp357,6571,6763
358,Umbrella Corp 358,umbrellacorp358.com,1995,Software,11-50,"Los Angeles, England, UK",UK,https://linkedin.com/company/umbrellacorp358,516,916
359,Stark Corp 359,starkcorp359.com,1962,Finance,51-200,"London, NY, UK",UK,https://linkedin.com/company/starkcorp359,66,197
360,Wayne Corp 360,waynecorp360.com,2008,Biotech,501-1000,"London, CA, USA",USA,https://linkedin.com/company/waynecorp360,5059,5361
361,Oscorp Corp 361,oscorpcorp361.com,2015,Tech,51-200,"Los Angeles, England, USA",USA,https://linkedin.com/company/oscorpcorp361,4748,4783
362,Initech Corp 362,initechcorp362.com,1997,Biotech,501-1000,"New York, England, USA",USA,https://linkedin.com/company/initechcorp362,2524,2689
363,Acme Corp 363,acmecorp363.com,1974,Engineering,501-1000,"London, NY, UK",UK,https://linkedin.com/company/acmecorp363,7684,7705
364,Wayne Corp 364,waynecorp364.com,2011,Finance,1001-5000,"San Francisco, NY, USA",USA,https://linkedin.com/company/waynecorp364,9005,9347
365,Oscorp Corp 365,oscorpcorp365.com,2022,Tech,501-1000,"San Francisco, CA, USA",USA,https://linkedin.com/company/oscorpcorp365,2689,3189
366,Wayne Corp 366,waynecorp366.com,2013,Tech,5001-10000,"New York, NY, UK",UK,https://linkedin.com/company/waynecorp366,4941,5155
367,Oscorp Corp 367,oscorpcorp367.com,1973,Finance,11-50,"San Francisco, State, UK",UK,https://linkedin.com/company/oscorpcorp367,1110,1189
368,Initech Corp 368,initechcorp368.com,2017,Pharma,51-200,"Gotham, NY, USA",USA,https://linkedin.com/company/initechcorp368,7464,7721
369,Acme Corp 369,acmecorp369.com,1967,Finance,5001-10000,"Los Angeles, State, UK",UK,https://linkedin.com/company/acmecorp369,8402,8636
370,Hooli Corp 370,hoolicorp370.com,1995,Technology,201-500,"London, NY, USA",USA,https://linkedin.com/company/hoolicorp370,8480,8965
371,Oscorp Corp 371,oscorpcorp371.com,2009,Finance,201-500,"San Francisco, CA, UK",UK,https://linkedin.com/company/oscorpcorp371,3438,3444
372,Umbrella Corp 372,umbrellacorp372.com,2016,Biotech,1001-5000,"London, NY, UK",UK,https://linkedin.com/company/umbrellacorp372,2462,2545
373,Stark Corp 373,starkcorp373.com,1998,Tech,51-200,"London, CA, UK",UK,https://linkedin.com/company/starkcorp373,5630,5875
374,Oscorp Corp 374,oscorpcorp374.com,2017,Pharma,501-1000,"San Francisco, NY, USA",USA,https://linkedin.com/company/oscorpcorp374,7278,7448
375,Oscorp Corp 375,oscorpcorp375.com,2018,Engineering,201-500,"Palo Alto, NY, USA",USA,https://linkedin.com/company/oscorpcorp375,5126,5383
376,Oscorp Corp 376,oscorpcorp376.com,1974,Chemicals,201-500,"Gotham, CA, UK",UK,https://linkedin.com/company/oscorpcorp376,4704,5024
377,Stark Corp 377,starkcorp377.com,1992,Finance,1001-5000,"San Francisco, CA, USA",USA,https://linkedin.com/company/starkcorp377,6755,7149
378,Wonka Corp 378,wonkacorp378.com,1989,Technology,51-200,"San Francisco, State, USA",USA,https://linkedin.com/company/wonkacorp378,567,653
379,Acme Corp 379,acmecorp379.com,1984,Food & Beverage,201-500,"Palo Alto, England, UK",UK,https://linkedin.com/company/acmecorp379,7753,7841
380,Acme Corp 380,acmecorp380.com,2014,Industrial,501-1000,"New York, England, USA",USA,https://linkedin.com/company/acmecorp380,2513,2779
381,Umbrella Corp 381,umbrellacorp381.com,1962,Technology,501-1000,"Los Angeles, NY, USA",USA,https://linkedin.com/company/umbrellacorp381,8289,8746
382,Oscorp Corp 382,oscorpcorp382.com,1962,Software,201-500,"Los Angeles, CA, UK",UK,https://linkedin.com/company/oscorpcorp382,1335,1390
383,Acme Corp 383,acmecorp383.com,1967,Biotech,51-200,"London, State, USA",USA,https://linkedin.com/company/acmecorp383,1801,2131
384,Tyrell Corp 384,tyrellcorp384.com,1972,Biotech,501-1000,"Palo Alto, CA, UK",UK,https://linkedin.com/company/tyrellcorp384,2610,2807
385,Oscorp Corp 385,oscorpcorp385.com,1968,Software,201-500,"London, NY, USA",USA,https://linkedin.com/company/oscorpcorp385,5165,5592
386,Wayne Corp 386,waynecorp386.com,2005,Biotech,5001-10000,"London, NY, USA",USA,https://linkedin.com/company/waynecorp386,3471,3878
387,Oscorp Corp 387,oscorpcorp387.com,1967,Finance,11-50,"Los Angeles, State, USA",USA,https://linkedin.com/company/oscorpcorp387,4605,4815
388,Wayne Corp 388,waynecorp388.com,2017,Biotech,201-500,"Gotham, State, USA",USA,https://linkedin.com/company/waynecorp388,7748,7902
389,Hooli Corp 389,hoolicorp389.com,2010,Chemicals,201-500,"London, NY, USA",USA,https://linkedin.com/company/hoolicorp389,6920,7023
390,Acme Corp 390,acmecorp390.com,1998,Chemicals,11-50,"Raccoon City, England, USA",USA,https://linkedin.com/company/acmecorp390,6172,6229
391,Oscorp Corp 391,oscorpcorp391.com,1995,Biotech,11-50,"Los Angeles, State, UK",UK,https://linkedin.com/company/oscorpcorp391,3799,3924
392,Globex Corp 392,globexcorp392.com,1991,Industrial,51-200,"San Francisco, State, UK",UK,https://linkedin.com/company/globexcorp392,4678,4712
393,Stark Corp 393,starkcorp393.com,2015,Industrial,201-500,"Palo Alto, State, UK",UK,https://linkedin.com/company/starkcorp393,8400,8505
